total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,post_code,region,debt_loan_ratio,app_type,isDefault
16545.45455,3,6.89,431.58,A,幼教与中小学校,信息传输、软件和信息技术服务业,1 year,1,4,551,13,3.81,0,0
4909.090909,3,6.534,185.98,A,高等教育机构,电力、热力生产供应业,10+ years,0,0,324,10,34.01454545,0,0
4909.090909,3,7.362,169.67,B,普通企业,住宿和餐饮业,8 years,0,4,157,8,27.83454545,0,0
29545.45455,5,12.089,543.44,B,普通企业,公共服务、社会组织,2 years,1,8,136,8,20.56090909,0,1
7090.909091,3,9.93,193.41,B,普通企业,电力、热力生产供应业,10+ years,0,4,474,14,7.29,0,0
10000.0,3,11.99,332.1,B,普通企业,文化和体育业,3 years,1,0,95,13,11.20090909,0,0
16363.63636,3,10.791,664.2,C,幼教与中小学校,房地产业,5 years,1,0,226,21,27.1,0,1
3000.0,3,15.763,113.32,C,高等教育机构,文化和体育业,10+ years,0,9,85,19,25.48,0,0
6545.454545,3,13.189,199.26,C,普通企业,住宿和餐饮业,6 years,1,0,241,7,25.20909091,0,0
29545.45455,3,12.99,842.23,C,政府机构,金融业,9 years,0,4,491,30,13.34,0,1
2954.545455,3,17.171,87.42,D,高等教育机构,金融业,10+ years,0,7,86,35,17.90181818,0,0
24545.45455,3,10.087,860.74,B,普通企业,建筑业,10+ years,0,0,260,21,5.76,0,0
12886.36364,5,21.087,447.9,F,普通企业,金融业,7 years,0,0,301,21,37.28,0,1
5000.0,3,8.767,156.62,A,政府机构,信息传输、软件和信息技术服务业,2 years,1,10,57,9,11.67545455,0,0
27490.90909,3,14.99,1164.6,C,政府机构,公共服务、社会组织,4 years,1,0,162,2,5.612727273,0,0
13090.90909,5,13.629,269.31,C,上市企业,公共服务、社会组织,10+ years,0,4,49,12,6.86,0,0
7704.545455,3,6.408,262.15,A,政府机构,信息传输、软件和信息技术服务业,2 years,2,0,549,8,25.5,0,0
7854.545455,3,16.489,332.75,C,政府机构,文化和体育业,2 years,2,0,253,21,27.54545455,0,1
28363.63636,5,16.191,609.32,D,政府机构,文化和体育业,9 years,0,4,211,19,30.81,0,0
19800.0,5,15.037,457.34,B,普通企业,文化和体育业,4 years,0,0,235,8,23.22,0,0
14000.0,5,12.303,323.37,C,普通企业,公共服务、社会组织,2 years,1,4,119,0,15.27272727,0,0
3272.727273,3,9.16,95.63,B,普通企业,公共服务、社会组织,3 years,0,0,157,8,16.91181818,0,1
3220.454545,3,8.239,84.76,A,上市企业,批发和零售业,< 1 year,0,0,286,16,11.93454545,0,0
15000.0,3,23.13,581.67,F,普通企业,公共服务、社会组织,< 1 year,1,4,296,5,25.52727273,0,0
5454.545455,3,10.341,164.86,B,政府机构,房地产业,10+ years,1,0,226,21,12.04363636,0,0
3600.0,3,13.185,151.78,C,普通企业,交通运输、仓储和邮政业,,1,5,141,13,1.881818182,0,0
1963.636364,3,12.62,80.43,C,政府机构,公共服务、社会组织,10+ years,0,9,505,10,11.37,0,1
15000.0,3,18.85,548.71,D,政府机构,金融业,5 years,0,12,157,8,11.66727273,0,0
5250.0,3,5.852,173.92,A,政府机构,住宿和餐饮业,10+ years,0,4,441,9,3.739090909,0,0
8727.272727,3,7.39,248.45,A,普通企业,金融业,5 years,1,4,226,21,25.59272727,0,0
8509.090909,3,7.11,225.29,A,政府机构,住宿和餐饮业,< 1 year,2,0,108,21,21.79090909,0,0
31818.18182,5,10.47,751.77,B,普通企业,农、林、牧、渔业,8 years,0,4,4,3,19.03,0,0
9090.909091,3,19.19,367.53,E,政府机构,住宿和餐饮业,10+ years,1,0,514,13,16.73181818,0,0
30000.0,5,15.291,745.42,D,普通企业,农、林、牧、渔业,3 years,0,0,233,19,25.81363636,0,1
13636.36364,5,13.023,352.69,C,政府机构,制造业,10+ years,1,4,121,14,15.99545455,0,0
16363.63636,3,15.488,684.33,C,政府机构,采矿业,6 years,0,0,120,21,21.19090909,0,0
10250.0,3,13.491,355.27,C,普通企业,文化和体育业,8 years,0,0,9,7,9.515454545,0,1
4068.181818,3,18.205,158.55,D,上市企业,电力、热力生产供应业,< 1 year,0,0,526,20,30.14545455,0,0
9090.909091,3,10.439,320.29,B,幼教与中小学校,房地产业,3 years,0,0,469,27,16.81,0,0
5727.272727,3,6.08,213.21,A,世界五百强,公共服务、社会组织,3 years,0,5,249,36,15.21818182,0,0
12000.0,3,10.99,392.81,B,政府机构,批发和零售业,7 years,0,4,208,28,7.2,0,0
19090.90909,3,6.048,645.74,A,政府机构,电力、热力生产供应业,10+ years,0,4,401,24,5.927272727,1,0
23636.36364,3,7.62,623.23,A,政府机构,制造业,< 1 year,1,0,505,10,15.74181818,0,0
21272.72727,5,11.466,407.17,C,政府机构,房地产业,10+ years,0,0,103,36,5.686363636,0,0
12363.63636,5,20.724,351.6,E,普通企业,住宿和餐饮业,4 years,1,0,610,35,31.66363636,0,1
39915.90909,5,27.441,1102.93,F,政府机构,文化和体育业,8 years,2,4,499,13,13.33,0,1
15000.0,5,13.65,346.31,C,政府机构,住宿和餐饮业,6 years,0,0,259,19,17.0,0,0
7500.0,3,16.875,273.98,D,普通企业,信息传输、软件和信息技术服务业,7 years,1,4,138,0,5.17,0,0
4090.909091,3,19.99,185.8,D,幼教与中小学校,电力、热力生产供应业,10+ years,1,5,0,0,11.80909091,0,0
4545.454545,3,9.441,162.49,B,普通企业,金融业,,0,4,584,13,30.47272727,0,0
7909.090909,3,10.99,284.79,B,普通企业,金融业,10+ years,0,0,19,14,10.1,0,0
8181.818182,3,8.253,318.79,B,高等教育机构,公共服务、社会组织,3 years,1,0,106,12,15.28363636,0,1
4000.0,3,11.124,133.55,D,高等教育机构,住宿和餐饮业,6 years,1,0,72,10,8.618181818,0,0
24300.0,3,11.49,801.21,B,普通企业,建筑业,10+ years,1,2,822,13,29.22727273,0,0
1963.636364,3,9.49,57.66,B,政府机构,文化和体育业,10+ years,1,0,29,19,24.67636364,0,0
12500.0,3,15.389,427.16,C,普通企业,文化和体育业,,2,0,369,21,17.19090909,0,0
19636.36364,3,10.377,791.77,B,世界五百强,金融业,10+ years,0,0,137,32,29.55,0,0
12727.27273,3,10.99,458.28,B,普通企业,交通运输、仓储和邮政业,2 years,0,0,165,17,28.96,0,0
20000.0,5,14.99,475.7,C,政府机构,国际组织,4 years,0,0,186,9,20.25,0,0
10000.0,3,8.253,318.79,B,政府机构,电力、热力生产供应业,9 years,2,0,728,16,28.48090909,0,0
13636.36364,5,14.289,341.22,C,政府机构,交通运输、仓储和邮政业,< 1 year,0,4,313,43,14.43636364,0,0
16363.63636,5,7.542,306.89,B,幼教与中小学校,电力、热力生产供应业,< 1 year,1,0,89,3,12.97272727,0,0
23636.36364,3,8.679,625.72,A,普通企业,信息传输、软件和信息技术服务业,7 years,0,4,336,44,10.64,0,0
8181.818182,3,22.825,281.61,E,世界五百强,电力、热力生产供应业,10+ years,1,0,748,46,40.01454545,0,1
9818.181818,5,17.149,289.21,C,政府机构,信息传输、软件和信息技术服务业,< 1 year,0,0,335,8,10.59272727,0,0
12000.0,3,13.189,398.52,C,普通企业,交通运输、仓储和邮政业,1 year,0,0,573,19,24.6,0,0
13090.90909,5,13.046,266.09,B,普通企业,电力、热力生产供应业,4 years,1,9,322,13,1.145454545,0,1
23636.36364,3,8.244,637.49,B,政府机构,信息传输、软件和信息技术服务业,5 years,0,3,455,13,17.34,0,0
3181.818182,3,14.418,123.09,C,普通企业,公共服务、社会组织,2 years,2,5,79,2,20.69090909,0,0
9800.0,3,8.18,307.92,B,普通企业,公共服务、社会组织,1 year,2,4,439,0,18.22727273,0,0
28363.63636,5,12.591,558.32,C,普通企业,公共服务、社会组织,8 years,0,0,74,30,37.89818182,0,0
23636.36364,3,15.61,699.3,D,普通企业,文化和体育业,10+ years,1,0,473,8,16.95,0,0
12272.72727,3,9.79,476.3,A,幼教与中小学校,交通运输、仓储和邮政业,< 1 year,1,0,512,21,11.12,0,0
32931.81818,5,13.49,833.35,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,134,8,4.090909091,1,0
6000.0,3,10.377,197.95,B,普通企业,文化和体育业,,0,4,388,3,41.34545455,0,1
10045.45455,3,8.496,272.05,B,上市企业,电力、热力生产供应业,< 1 year,1,0,186,9,7.518181818,0,0
25000.0,3,8.541,800.71,B,上市企业,采矿业,,2,0,41,25,11.88,1,0
14181.81818,5,17.57,301.93,D,幼教与中小学校,制造业,10+ years,1,0,131,6,10.52181818,0,0
4000.0,3,19.03,146.69,D,幼教与中小学校,建筑业,,2,0,505,10,27.49090909,0,0
5909.090909,3,18.689,178.24,D,政府机构,批发和零售业,10+ years,0,2,143,8,13.11272727,0,1
20000.0,3,7.11,625.81,A,政府机构,公共服务、社会组织,4 years,1,0,200,22,5.269090909,0,0
15272.72727,5,15.61,337.56,D,普通企业,金融业,8 years,0,0,188,23,20.53636364,0,0
6954.545455,3,10.681,273.12,B,普通企业,房地产业,10+ years,1,0,17,13,10.1,0,0
14181.81818,3,8.459,374.33,A,政府机构,房地产业,8 years,0,0,528,22,13.19,0,0
5909.090909,3,6.24,152.66,A,普通企业,文化和体育业,,0,4,63,14,12.6,0,0
7181.818182,3,21.989,293.56,D,普通企业,电力、热力生产供应业,10+ years,1,6,185,3,13.62272727,0,0
3600.0,3,10.341,118.7,B,普通企业,批发和零售业,10+ years,0,0,55,29,13.96363636,0,0
20000.0,5,8.998,407.26,B,幼教与中小学校,住宿和餐饮业,7 years,0,4,162,2,7.028181818,0,0
18275.0,3,17.99,660.6,D,幼教与中小学校,房地产业,2 years,1,0,246,36,13.66363636,0,0
8590.909091,3,12.99,353.74,C,普通企业,电力、热力生产供应业,10+ years,0,0,116,14,6.054545455,0,0
1554.545455,3,15.488,48.76,C,普通企业,信息传输、软件和信息技术服务业,< 1 year,1,0,467,5,22.00909091,0,0
13636.36364,3,9.009,471.37,A,普通企业,公共服务、社会组织,10+ years,1,0,31,2,4.32,0,0
40000.0,3,7.173,1252.91,A,政府机构,金融业,10+ years,1,5,225,18,7.409090909,0,0
8181.818182,5,11.22,218.53,B,普通企业,金融业,,0,0,401,24,7.420909091,0,0
8727.272727,3,12.617,263.7,B,普通企业,文化和体育业,10+ years,0,0,157,8,26.51,0,1
13090.90909,3,11.48,395.6,B,政府机构,公共服务、社会组织,10+ years,0,0,161,14,26.27,0,0
24545.45455,3,12.99,1010.68,C,普通企业,批发和零售业,5 years,1,0,111,8,18.35181818,0,0
3272.727273,3,13.65,102.03,C,普通企业,住宿和餐饮业,8 years,2,4,255,9,5.121818182,0,1
10200.0,3,10.377,336.51,B,普通企业,房地产业,4 years,2,0,356,32,18.0,0,0
15545.45455,5,26.389,409.87,E,普通企业,交通运输、仓储和邮政业,9 years,1,0,153,11,24.10909091,0,0
14545.45455,3,8.18,502.72,B,政府机构,电力、热力生产供应业,5 years,1,0,17,13,2.345454545,0,0
9163.636364,3,15.389,382.74,C,幼教与中小学校,信息传输、软件和信息技术服务业,10+ years,2,0,456,21,15.34,0,0
17181.81818,5,13.99,488.53,C,世界五百强,电力、热力生产供应业,10+ years,0,0,89,3,21.19636364,0,0
30000.0,5,14.418,729.87,C,普通企业,农、林、牧、渔业,< 1 year,1,0,235,8,15.93,0,1
2545.454545,3,18.06,101.32,D,上市企业,电力、热力生产供应业,5 years,1,0,72,10,13.76,0,1
35000.0,3,13.629,1169.04,C,普通企业,金融业,1 year,0,0,418,45,22.88727273,0,1
9090.909091,5,9.891,217.38,B,普通企业,采矿业,< 1 year,0,0,670,43,14.02363636,0,0
16150.0,3,12.837,533.87,B,政府机构,公共服务、社会组织,5 years,0,0,149,22,14.57454545,0,0
18181.81818,5,11.99,444.79,C,普通企业,金融业,1 year,0,2,403,38,14.35636364,0,1
13090.90909,3,13.53,407.4,B,政府机构,电力、热力生产供应业,< 1 year,0,0,167,8,13.61454545,0,0
8000.0,3,11.061,266.83,C,政府机构,交通运输、仓储和邮政业,3 years,0,0,144,5,10.76363636,0,0
4545.454545,3,7.51,155.56,A,政府机构,电力、热力生产供应业,1 year,1,4,48,10,9.578181818,0,0
26363.63636,3,15.813,1042.18,D,普通企业,公共服务、社会组织,10+ years,0,0,89,3,27.72,0,0
14727.27273,5,8.19,366.62,A,政府机构,电力、热力生产供应业,10+ years,0,0,315,23,15.3,0,0
4090.909091,3,10.341,164.86,B,上市企业,农、林、牧、渔业,10+ years,1,4,420,4,27.02,0,0
16363.63636,3,10.75,587.17,B,幼教与中小学校,电力、热力生产供应业,10+ years,1,3,93,8,4.71,0,0
9163.636364,3,15.037,285.75,C,上市企业,建筑业,10+ years,0,2,107,30,10.36636364,0,0
13090.90909,5,25.19,450.13,E,幼教与中小学校,金融业,8 years,0,0,793,33,8.926363636,0,1
20454.54545,5,14.049,602.79,D,普通企业,金融业,10+ years,0,2,424,24,14.34272727,0,1
17454.54545,5,15.61,385.79,D,政府机构,公共服务、社会组织,10+ years,1,0,11,5,33.02,0,1
17727.27273,3,14.58,528.84,C,上市企业,公共服务、社会组织,10+ years,0,0,263,0,6.174545455,0,0
18318.18182,5,26.389,579.56,E,上市企业,金融业,4 years,0,0,355,18,16.65454545,0,0
17181.81818,3,12.089,687.42,B,政府机构,采矿业,< 1 year,1,0,599,13,4.32,0,0
22690.90909,5,23.43,546.02,F,普通企业,金融业,10+ years,1,0,209,21,21.72,0,0
9750.0,3,10.503,272.72,B,普通企业,金融业,4 years,1,4,150,30,17.85818182,0,0
28636.36364,3,18.25,1269.73,D,普通企业,批发和零售业,< 1 year,1,0,111,8,13.25454545,1,0
19100.0,3,24.167,729.15,E,普通企业,电力、热力生产供应业,5 years,1,0,17,13,25.23636364,0,1
31818.18182,3,10.65,1140.07,B,政府机构,信息传输、软件和信息技术服务业,7 years,1,12,124,13,3.984545455,0,1
22745.45455,3,12.99,702.42,C,普通企业,农、林、牧、渔业,6 years,0,0,692,9,12.33818182,0,0
15272.72727,3,18.799,499.77,D,政府机构,住宿和餐饮业,5 years,1,0,10,8,32.29090909,0,1
2400.0,3,15.048,81.66,C,政府机构,信息传输、软件和信息技术服务业,1 year,1,0,19,14,12.96,0,0
11818.18182,3,13.882,335.12,C,上市企业,信息传输、软件和信息技术服务业,10+ years,0,0,447,30,16.47818182,0,0
36363.63636,5,13.59,922.25,C,普通企业,公共服务、社会组织,3 years,0,0,786,5,18.52363636,0,0
9818.181818,3,16.731,312.92,D,普通企业,住宿和餐饮业,< 1 year,1,0,111,8,6.992727273,0,0
6218.181818,3,8.18,238.79,B,上市企业,农、林、牧、渔业,4 years,1,4,32,21,7.736363636,0,0
6545.454545,3,14.289,269.52,C,上市企业,采矿业,8 years,1,5,157,8,17.35454545,0,1
5890.909091,3,14.049,251.75,D,幼教与中小学校,农、林、牧、渔业,6 years,1,4,241,7,8.418181818,0,0
11454.54545,3,12.837,416.52,B,幼教与中小学校,文化和体育业,2 years,2,0,492,36,13.16,0,0
16363.63636,3,16.14,528.4,C,普通企业,住宿和餐饮业,10+ years,1,0,277,8,11.69454545,0,0
9818.181818,3,8.39,378.2,B,幼教与中小学校,信息传输、软件和信息技术服务业,< 1 year,2,0,154,2,8.465454545,0,1
6618.181818,3,10.791,185.98,C,普通企业,公共服务、社会组织,4 years,1,0,170,23,13.90909091,0,1
14181.81818,5,18.25,306.36,E,政府机构,公共服务、社会组织,10+ years,0,0,272,0,8.79,0,0
22727.27273,3,16.02,879.18,C,幼教与中小学校,金融业,6 years,0,0,473,8,19.10181818,0,0
25454.54545,5,16.115,660.99,C,上市企业,信息传输、软件和信息技术服务业,1 year,0,0,367,45,18.61818182,0,1
20454.54545,3,6.864,763.28,A,普通企业,电力、热力生产供应业,7 years,1,4,171,8,18.85,0,0
9409.090909,3,19.327,309.96,D,世界五百强,交通运输、仓储和邮政业,2 years,1,0,597,11,12.88636364,0,0
10909.09091,3,12.254,393.67,B,高等教育机构,金融业,2 years,0,3,830,27,18.24545455,0,0
6545.454545,3,14.895,283.44,D,上市企业,交通运输、仓储和邮政业,6 years,0,2,484,21,6.445454545,0,0
24000.0,3,9.891,785.62,B,政府机构,交通运输、仓储和邮政业,9 years,0,0,36,13,34.45,0,0
23636.36364,3,8.459,623.88,A,世界五百强,金融业,3 years,0,0,355,18,18.85090909,0,0
12000.0,3,11.061,400.24,C,政府机构,电力、热力生产供应业,10+ years,1,0,51,13,8.361818182,0,1
21272.72727,3,6.864,549.56,A,高等教育机构,房地产业,10+ years,0,4,118,20,6.37,0,0
14000.0,5,17.091,363.1,E,普通企业,金融业,10+ years,0,0,544,20,7.756363636,0,0
5454.545455,3,9.702,163.18,B,政府机构,房地产业,1 year,1,0,492,36,12.95,0,0
26000.0,3,15.763,892.8,C,政府机构,住宿和餐饮业,6 years,0,0,138,0,21.20727273,0,0
18775.0,3,13.185,647.63,C,普通企业,农、林、牧、渔业,,1,4,62,13,16.34545455,0,1
14181.81818,3,19.789,433.77,D,幼教与中小学校,制造业,3 years,0,0,108,21,12.3,0,0
8000.0,3,6.08,243.67,A,普通企业,电力、热力生产供应业,,0,4,576,23,16.69,0,0
14181.81818,3,12.591,410.08,C,普通企业,房地产业,10+ years,0,2,274,8,19.96363636,0,0
12000.0,3,7.62,373.94,A,普通企业,房地产业,1 year,1,0,396,7,11.14363636,0,0
22227.27273,5,17.38,591.99,C,普通企业,金融业,6 years,1,0,276,20,27.99272727,0,0
10636.36364,3,8.244,286.87,B,普通企业,建筑业,10+ years,1,0,79,2,22.06363636,0,0
14181.81818,3,20.889,439.82,D,政府机构,住宿和餐饮业,9 years,0,0,239,7,18.54818182,0,0
13636.36364,3,15.741,514.93,C,幼教与中小学校,电力、热力生产供应业,10+ years,0,0,32,21,8.230909091,0,0
41363.63636,3,8.253,1115.77,B,普通企业,公共服务、社会组织,10+ years,1,0,99,8,15.23636364,0,0
1636.363636,3,14.08,68.44,C,上市企业,金融业,9 years,0,9,238,22,13.02727273,0,0
19636.36364,5,11.061,483.66,C,政府机构,国际组织,8 years,1,0,164,20,24.89090909,0,1
14727.27273,5,15.61,434.01,C,上市企业,交通运输、仓储和邮政业,8 years,0,0,86,35,20.31818182,0,0
11781.81818,5,10.725,304.19,B,世界五百强,金融业,10+ years,0,0,134,8,19.59090909,0,0
20000.0,3,12.312,680.45,C,普通企业,金融业,8 years,1,3,246,36,7.592727273,0,0
8863.636364,3,5.211,227.46,A,世界五百强,电力、热力生产供应业,5 years,1,0,124,13,24.25,0,0
9000.0,3,5.427,273.92,A,普通企业,房地产业,1 year,0,0,503,8,6.439090909,0,0
8863.636364,3,7.62,303.83,A,普通企业,金融业,< 1 year,1,0,171,8,26.17272727,0,0
30272.72727,3,19.52,1024.52,E,政府机构,住宿和餐饮业,10+ years,1,0,365,19,14.13,0,0
2727.272727,3,8.39,94.55,B,普通企业,电力、热力生产供应业,10+ years,0,0,152,14,30.36,0,0
2325.0,3,7.101,72.74,A,普通企业,信息传输、软件和信息技术服务业,3 years,0,0,745,34,2.61,0,0
26000.0,5,14.663,504.3,C,普通企业,住宿和餐饮业,10+ years,0,4,238,22,21.95454545,0,0
20045.45455,5,17.57,462.32,D,幼教与中小学校,农、林、牧、渔业,2 years,0,4,228,24,13.86545455,0,1
6545.454545,3,9.891,261.88,B,政府机构,文化和体育业,3 years,1,4,97,12,4.418181818,0,0
8000.0,3,13.189,265.68,B,幼教与中小学校,住宿和餐饮业,1 year,1,0,126,38,9.302727273,0,0
22909.09091,3,10.251,921.87,B,政府机构,住宿和餐饮业,10+ years,3,6,390,13,9.590909091,0,0
21818.18182,5,17.99,609.32,D,普通企业,住宿和餐饮业,9 years,2,0,85,19,18.61818182,0,1
26000.0,3,6.54,422.45,A,普通企业,住宿和餐饮业,< 1 year,1,0,390,13,8.312727273,0,0
3200.0,3,19.305,121.31,D,政府机构,交通运输、仓储和邮政业,10+ years,1,8,401,24,6.381818182,0,0
4000.0,3,7.9,125.17,A,普通企业,金融业,5 years,0,4,460,27,12.65727273,0,0
35000.0,3,13.882,1172.9,C,普通企业,电力、热力生产供应业,1 year,0,0,143,8,24.56,0,0
5890.909091,3,6.03,219.14,A,普通企业,房地产业,10+ years,1,0,177,26,11.3,0,0
4929.545455,3,19.305,228.39,D,幼教与中小学校,文化和体育业,10+ years,2,0,177,26,28.16,0,0
21600.0,5,17.091,684.69,E,政府机构,电力、热力生产供应业,1 year,1,0,99,8,17.26363636,0,1
13909.09091,3,6.858,529.75,A,普通企业,文化和体育业,10+ years,1,0,475,37,6.48,0,0
17727.27273,5,11.511,339.69,C,高等教育机构,电力、热力生产供应业,10+ years,0,4,21,13,7.003636364,1,0
12727.27273,3,12.591,478.42,C,幼教与中小学校,批发和零售业,10+ years,0,0,437,15,16.97727273,0,0
22909.09091,3,13.869,976.27,D,幼教与中小学校,农、林、牧、渔业,10+ years,1,0,108,21,10.81090909,0,1
39000.0,5,15.037,762.22,C,高等教育机构,建筑业,10+ years,0,0,177,26,21.84,0,0
35454.54545,3,18.55,1092.87,D,普通企业,金融业,3 years,1,0,185,3,10.56,0,0
2400.0,3,9.99,77.43,B,普通企业,公共服务、社会组织,< 1 year,1,0,41,25,1.68,0,0
8072.727273,3,11.176,239.34,B,普通企业,农、林、牧、渔业,6 years,1,4,438,9,20.50363636,0,1
19600.0,5,18.689,487.01,D,幼教与中小学校,金融业,2 years,1,0,9,7,31.58,0,0
13868.18182,5,17.568,444.56,E,普通企业,制造业,< 1 year,1,0,341,14,29.19,0,1
38181.81818,3,15.026,1190.45,C,政府机构,住宿和餐饮业,10+ years,0,4,423,4,25.62545455,0,1
